subject,phase,event,trial_number,game,option,choice,rt,roi_content,item_index,is_relevant,fix_start,fix_end,fix_duration_bounded
141,choice,choice,2,1.0,Object,1.0,9.028853124938903,Object_Sea_Solid_Small,0,1,24329931.0,24330361.0,430.0
141,choice,choice,2,1.0,Object,1.0,9.028853124938903,Animal_Land_Solid_Small,1,0,24330382.0,24330590.0,208.0
141,choice,choice,2,1.0,Object,1.0,9.028853124938903,Animal_Land_Pattern_Large,2,0,24331508.0,24332288.0,780.0
141,choice,choice,2,1.0,Object,1.0,9.028853124938903,Animal_Land_Solid_Small,1,0,24332325.0,24332546.0,221.0
141,choice,choice,2,1.0,Object,1.0,9.028853124938903,Animal_Land_Pattern_Large,2,0,24332571.0,24332886.0,315.0
141,choice,choice,2,1.0,Object,1.0,9.028853124938903,Object_Sea_Solid_Small,0,1,24333812.0,24334393.0,581.0
141,choice,choice,2,1.0,Object,1.0,9.028853124938903,Animal_Land_Pattern_Small,3,0,24335033.0,24335225.0,192.0
141,choice,choice,2,1.0,Object,1.0,9.028853124938903,Object_Sea_Solid_Small,0,1,24335436.0,24336737.0,1301.0
141,choice,choice,3,1.0,Large,2.0,2.9700518749887124,Animal_Land_Solid_Small,1,0,24340257.0,24340643.0,386.0
141,choice,choice,3,1.0,Large,2.0,2.9700518749887124,Object_Sea_Solid_Large,4,1,24340898.0,24341473.0,575.0
141,choice,choice,3,1.0,Large,2.0,2.9700518749887124,Object_Sea_Pattern_Large,5,1,24341497.0,24341691.0,194.0
141,choice,choice,4,1.0,Sea,2.0,2.5039997920393944,Object_Sea_Solid_Large,4,1,24345924.0,24346313.0,389.0
141,choice,choice,4,1.0,Sea,2.0,2.5039997920393944,Object_Sea_Solid_Small,0,1,24346719.0,24347121.0,402.0
141,choice,choice,4,1.0,Sea,2.0,2.5039997920393944,Animal_Land_Solid_Small,1,0,24347343.0,24347724.0,381.0
141,choice,choice,5,1.0,Animal,2.0,13.990388124948367,Object_Sea_Solid_Small,0,0,24351186.0,24351844.0,658.0
141,choice,choice,5,1.0,Animal,2.0,13.990388124948367,Object_Sea_Solid_Large,4,0,24351897.0,24352079.0,182.0
141,choice,choice,5,1.0,Animal,2.0,13.990388124948367,Animal_Land_Solid_Small,1,1,24352316.0,24352566.0,250.0
141,choice,choice,5,1.0,Animal,2.0,13.990388124948367,Object_Sea_Pattern_Large,5,0,24352629.0,24353903.0,1274.0
141,choice,choice,5,1.0,Animal,2.0,13.990388124948367,Animal_Land_Pattern_Large,2,1,24357560.0,24358752.0,1192.0
141,choice,choice,5,1.0,Animal,2.0,13.990388124948367,Animal_Land_Solid_Small,1,1,24359073.0,24359528.0,455.0
141,choice,choice,5,1.0,Animal,2.0,13.990388124948367,Object_Sea_Solid_Large,4,0,24359552.0,24360087.0,535.0
141,choice,choice,5,1.0,Animal,2.0,13.990388124948367,Animal_Land_Solid_Small,1,1,24360110.0,24360792.0,682.0
141,choice,choice,5,1.0,Animal,2.0,13.990388124948367,Object_Sea_Pattern_Large,5,0,24361619.0,24362194.0,575.0
141,choice,choice,5,1.0,Animal,2.0,13.990388124948367,Animal_Land_Solid_Small,1,1,24362450.0,24363292.0,842.0
141,choice,choice,6,1.0,Solid,1.0,7.230813208967447,Object_Sea_Solid_Large,4,1,24369339.0,24369529.0,190.0
141,choice,choice,6,1.0,Solid,1.0,7.230813208967447,Animal_Land_Pattern_Small,3,0,24369550.0,24370146.0,596.0
141,choice,choice,6,1.0,Solid,1.0,7.230813208967447,Animal_Land_Solid_Small,1,1,24370163.0,24370492.0,329.0
141,choice,choice,6,1.0,Solid,1.0,7.230813208967447,Object_Sea_Pattern_Large,5,0,24370511.0,24370680.0,169.0
141,choice,choice,6,1.0,Solid,1.0,7.230813208967447,Animal_Land_Pattern_Large,2,0,24370929.0,24371362.0,433.0
141,choice,choice,6,1.0,Solid,1.0,7.230813208967447,Animal_Land_Solid_Small,1,1,24371385.0,24371606.0,221.0
141,choice,choice,6,1.0,Solid,1.0,7.230813208967447,Animal_Land_Pattern_Large,2,0,24371868.0,24372131.0,263.0
141,choice,choice,6,1.0,Solid,1.0,7.230813208967447,Object_Sea_Pattern_Large,5,0,24372154.0,24372361.0,207.0
141,choice,choice,6,1.0,Solid,1.0,7.230813208967447,Animal_Land_Pattern_Large,2,0,24372921.0,24373111.0,190.0
141,choice,choice,6,1.0,Solid,1.0,7.230813208967447,Animal_Land_Pattern_Small,3,0,24374390.0,24374839.0,449.0
141,choice,choice,6,1.0,Solid,1.0,7.230813208967447,Object_Sea_Solid_Small,0,1,24375056.0,24375404.0,348.0
141,choice,choice,6,1.0,Solid,1.0,7.230813208967447,Animal_Land_Solid_Small,1,1,24375430.0,24375756.0,326.0
141,choice,choice,7,1.0,Pattern,2.0,6.074881833977997,Object_Sea_Pattern_Large,5,1,24379995.0,24380812.0,817.0
141,choice,choice,7,1.0,Pattern,2.0,6.074881833977997,Animal_Land_Pattern_Large,2,1,24381085.0,24381377.0,292.0
141,choice,choice,7,1.0,Pattern,2.0,6.074881833977997,Animal_Land_Solid_Small,1,0,24381422.0,24382225.0,803.0
141,choice,choice,7,1.0,Pattern,2.0,6.074881833977997,Animal_Land_Pattern_Large,2,1,24382470.0,24383235.0,765.0
141,choice,choice,7,1.0,Pattern,2.0,6.074881833977997,Animal_Land_Solid_Small,1,0,24383860.0,24384509.0,649.0
141,choice,choice,7,1.0,Pattern,2.0,6.074881833977997,Object_Sea_Pattern_Large,5,1,24384539.0,24384866.0,327.0
141,choice,choice,8,1.0,Land,2.0,12.296876040985808,Animal_Land_Pattern_Small,3,1,24387997.0,24388341.0,344.0
141,choice,choice,8,1.0,Land,2.0,12.296876040985808,Animal_Land_Solid_Small,1,1,24388827.0,24389193.0,366.0
141,choice,choice,8,1.0,Land,2.0,12.296876040985808,Object_Sea_Solid_Large,4,0,24389812.0,24390113.0,301.0
141,choice,choice,8,1.0,Land,2.0,12.296876040985808,Animal_Land_Solid_Small,1,1,24390924.0,24391133.0,209.0
141,choice,choice,8,1.0,Land,2.0,12.296876040985808,Object_Sea_Pattern_Large,5,0,24391156.0,24391660.0,504.0
141,choice,choice,8,1.0,Land,2.0,12.296876040985808,Animal_Land_Pattern_Large,2,1,24392499.0,24393271.0,772.0
141,choice,choice,8,1.0,Land,2.0,12.296876040985808,Object_Sea_Pattern_Large,5,0,24393779.0,24393976.0,197.0
141,choice,choice,8,1.0,Land,2.0,12.296876040985808,Animal_Land_Pattern_Large,2,1,24394025.0,24394276.0,251.0
141,choice,choice,8,1.0,Land,2.0,12.296876040985808,Object_Sea_Pattern_Large,5,0,24394298.0,24395078.0,780.0
141,choice,choice,8,1.0,Land,2.0,12.296876040985808,Animal_Land_Pattern_Small,3,1,24395317.0,24395649.0,332.0
