subject,phase,event,trial_number,game,option,choice,rt,roi_content,item_index,is_relevant,fix_start,fix_end,fix_duration_bounded
109,choice,choice,1,1.0,Large,2.0,7.184989625005983,Object_Land_Solid_Small,0,0,3489473.0,3489681.0,208.0
109,choice,choice,1,1.0,Large,2.0,7.184989625005983,Animal_Sea_Pattern_Small,1,0,3491797.0,3491922.0,125.0
109,choice,choice,1,1.0,Large,2.0,7.184989625005983,Object_Sea_Solid_Large,2,1,3492258.0,3492537.0,279.0
109,choice,choice,1,1.0,Large,2.0,7.184989625005983,Animal_Land_Solid_Small,3,0,3493831.0,3493873.0,42.0
109,choice,choice,2,1.0,Small,1.0,3.065139290993102,Animal_Land_Solid_Small,3,1,3498596.0,3498819.0,223.0
109,choice,choice,3,1.0,Sea,1.0,14.29742104106117,Object_Sea_Solid_Large,2,1,3503054.0,3503258.0,204.0
109,choice,choice,3,1.0,Sea,1.0,14.29742104106117,Animal_Land_Pattern_Large,4,0,3510491.0,3510560.0,69.0
109,choice,choice,3,1.0,Sea,1.0,14.29742104106117,Object_Sea_Solid_Large,2,1,3514963.0,3515230.0,267.0
109,choice,choice,3,1.0,Sea,1.0,14.29742104106117,Animal_Sea_Pattern_Small,1,1,3515265.0,3515962.0,697.0
109,choice,choice,3,1.0,Sea,1.0,14.29742104106117,Object_Sea_Solid_Large,2,1,3516007.0,3516181.0,174.0
109,choice,choice,4,1.0,Land,1.0,8.078870333964005,Object_Sea_Solid_Large,2,0,3520083.0,3520217.0,134.0
109,choice,choice,4,1.0,Land,1.0,8.078870333964005,Object_Land_Solid_Small,0,1,3520543.0,3520700.0,157.0
109,choice,choice,4,1.0,Land,1.0,8.078870333964005,Animal_Land_Solid_Small,3,1,3521386.0,3521583.0,197.0
109,choice,choice,4,1.0,Land,1.0,8.078870333964005,Object_Land_Solid_Small,0,1,3521840.0,3522468.0,628.0
109,choice,choice,4,1.0,Land,1.0,8.078870333964005,Animal_Land_Pattern_Large,4,1,3522496.0,3522752.0,256.0
109,choice,choice,4,1.0,Land,1.0,8.078870333964005,Object_Land_Solid_Small,0,1,3523083.0,3525322.0,2239.0
109,choice,choice,4,1.0,Land,1.0,8.078870333964005,Animal_Land_Pattern_Large,4,1,3525340.0,3525558.0,218.0
109,choice,choice,4,1.0,Land,1.0,8.078870333964005,Object_Land_Solid_Small,0,1,3525859.0,3526458.0,599.0
109,choice,choice,5,1.0,Animal,2.0,3.8034982919925824,Object_Land_Solid_Small,0,0,3531394.0,3532714.0,1320.0
109,choice,choice,5,1.0,Animal,2.0,3.8034982919925824,Animal_Land_Pattern_Large,4,1,3534174.0,3534419.0,245.0
109,choice,choice,6,1.0,Solid,2.0,12.722395790973678,Object_Land_Solid_Small,0,1,3538192.0,3540193.0,2001.0
109,choice,choice,6,1.0,Solid,2.0,12.722395790973678,Object_Sea_Solid_Large,2,1,3542445.0,3542685.0,240.0
109,choice,choice,6,1.0,Solid,2.0,12.722395790973678,Object_Land_Solid_Small,0,1,3543029.0,3543641.0,612.0
109,choice,choice,6,1.0,Solid,2.0,12.722395790973678,Animal_Land_Pattern_Large,4,0,3544347.0,3544590.0,243.0
109,choice,choice,6,1.0,Solid,2.0,12.722395790973678,Object_Land_Solid_Small,0,1,3544926.0,3546410.0,1484.0
109,choice,choice,6,1.0,Solid,2.0,12.722395790973678,Animal_Sea_Pattern_Small,1,0,3549751.0,3549898.0,147.0
109,choice,choice,6,1.0,Solid,2.0,12.722395790973678,Object_Land_Solid_Small,0,1,3550522.0,3550603.0,81.0
