time_point,proportion_count,proportion_duration,n_fixations_per_window,n_image_fixations_per_window,window_size_ms,step_size_ms,chance_level
-2950.0,0.0,0.0,3,1,100,25,0.16666666666666666
-2925.0,0.0,0.0,3,1,100,25,0.16666666666666666
-2900.0,0.0,0.0,3,1,100,25,0.16666666666666666
-2875.0,0.0,0.0,4,1,100,25,0.16666666666666666
-2850.0,,,2,0,100,25,0.16666666666666666
-2825.0,,,2,0,100,25,0.16666666666666666
-2800.0,,,3,0,100,25,0.16666666666666666
-2775.0,1.0,1.0,5,1,100,25,0.16666666666666666
-2750.0,1.0,1.0,5,2,100,25,0.16666666666666666
-2725.0,1.0,1.0,5,2,100,25,0.16666666666666666
-2700.0,1.0,1.0,4,2,100,25,0.16666666666666666
-2675.0,0.5,0.13452914798206278,2,2,100,25,0.16666666666666666
-2650.0,0.0,0.0,1,1,100,25,0.16666666666666666
-2625.0,0.5,0.6484517304189436,5,2,100,25,0.16666666666666666
-2600.0,0.5,0.6484517304189436,6,2,100,25,0.16666666666666666
-2575.0,1.0,1.0,5,1,100,25,0.16666666666666666
-2550.0,1.0,1.0,5,1,100,25,0.16666666666666666
-2525.0,0.5,0.8106382978723404,4,2,100,25,0.16666666666666666
-2500.0,0.5,0.8106382978723404,4,2,100,25,0.16666666666666666
-2475.0,0.3333333333333333,0.280559646539028,5,3,100,25,0.16666666666666666
-2450.0,0.3333333333333333,0.280559646539028,6,3,100,25,0.16666666666666666
-2425.0,0.0,0.0,3,1,100,25,0.16666666666666666
-2400.0,0.0,0.0,3,1,100,25,0.16666666666666666
-2375.0,,,2,0,100,25,0.16666666666666666
-2350.0,,,2,0,100,25,0.16666666666666666
-2325.0,0.0,0.0,3,1,100,25,0.16666666666666666
-2300.0,0.0,0.0,2,1,100,25,0.16666666666666666
-2275.0,0.0,0.0,3,1,100,25,0.16666666666666666
-2250.0,0.0,0.0,3,1,100,25,0.16666666666666666
-2225.0,,,2,0,100,25,0.16666666666666666
-2200.0,,,4,0,100,25,0.16666666666666666
-2175.0,,,3,0,100,25,0.16666666666666666
-2150.0,,,2,0,100,25,0.16666666666666666
-2125.0,,,3,0,100,25,0.16666666666666666
-2100.0,,,1,0,100,25,0.16666666666666666
-2075.0,,,2,0,100,25,0.16666666666666666
-2050.0,0.0,0.0,4,1,100,25,0.16666666666666666
-2025.0,0.0,0.0,3,1,100,25,0.16666666666666666
-2000.0,0.0,0.0,4,1,100,25,0.16666666666666666
-1975.0,0.0,0.0,3,1,100,25,0.16666666666666666
-1950.0,,,1,0,100,25,0.16666666666666666
-1925.0,,,1,0,100,25,0.16666666666666666
-1900.0,,,0,0,100,25,0.16666666666666666
-1875.0,,,1,0,100,25,0.16666666666666666
-1850.0,,,3,0,100,25,0.16666666666666666
-1825.0,,,3,0,100,25,0.16666666666666666
-1800.0,,,3,0,100,25,0.16666666666666666
-1775.0,,,2,0,100,25,0.16666666666666666
-1750.0,,,1,0,100,25,0.16666666666666666
-1725.0,,,1,0,100,25,0.16666666666666666
-1700.0,,,2,0,100,25,0.16666666666666666
-1675.0,,,2,0,100,25,0.16666666666666666
-1650.0,,,1,0,100,25,0.16666666666666666
-1625.0,,,2,0,100,25,0.16666666666666666
-1600.0,,,2,0,100,25,0.16666666666666666
-1575.0,,,2,0,100,25,0.16666666666666666
-1550.0,0.0,0.0,3,1,100,25,0.16666666666666666
